,Commment,Category
722," Esta carísimo,",1
723,"Ya veo a chevrolet vendiendolo a meses sin intereses, seguro gratis y sin comisión. Chevrolet no vende autos, ellos venden precio y financiamientos que si autorizan",1
724,No es un vehículo realmente realmente competitivo en su segment,1
725," No entiendo a Chevrolet, ya necesitan sacar al gerente general de esta marca por que esto es una verdadera tomada de pelo, llave de navaja, plásticos duros, y algunas otras cuarteadas que no se entienden",1
726," No te pases con los precios, los 2020 estaban apenas llegando a los $300 mil, la verdad por el precio no creo que valga la pena",1
727," Uno siempre trata de mantenerse al margen, pero no puedo creer la mentada de madre que es este auto. $460,000???????? ???",1
728,Nació súper muerto,1
730,"A kilómetros se siguen apreciando todos esos plásticos baratos que usa Chevrolet en sus vehículos, y aún así hay gente que pagará $459,000 por un auto así, increíble que la gente no se informe y tome mejores decisiones. ",1
731,Nació muerto,1
732,"Carro de baja calidad, con presentador de baja calidad. ",1
733,Si eso es la version RS no quiero imaginar la version de entrada ?,1
734,"Chevrolet derecho a la quiebra, y se lo merecen por pendejos",1
735," muy buena, pero muy buena CARRETILLA... !",1
736," Feo y caro, tache.",1
739,44 metros en la frenada,1
742,"En cuanto escuche, sin ESP cerré el video, me parece..... por no decir más, decepcionante que no lo incluya. Y eso que el talón de Aquiles del Virtus era que traía 4 bolsas y ESP, ¿qué le espera a este INOCENTE sin ESP?",1
743,Demasiado caro para lo que trae y parece auto de hace 15 años; más bien lo traen a México porque ya no se vende en otros mercados,1
744,"Susuki copiando la estrategia de Nissan con el March. Si de verdad valoras tu dinero, mejor compras un Swift",1
745,Sin control de estabilidad...no gracias.,1
747,"Ahí lo tienen muchachos, otro ""Japonés"" más para la clase media tronada",1
748,No veo razón para elegir este sobre la competencia... y de seguro sonajiento como buen Suzuki...,1
750,"A kilometros se le nota la manufactura de Brasil. Podría ser peor, podría ser china",1
751,"De Brasil: lástima Margarito, jejeje.",1
752,Producto BRASILEÑO? AJAJAJAJ NACIÓ MUERTA,1
755," por más de 400 mil que porquería,",1
757,"Que te puedes esperar de un ""POLO ELEVADO"" ",1
758," ESOS MODELOS DE WV SON UNA CAJA CON RUEDAS SIN DISEÑO,",1
759," VW está abusando del concepto ""SUV",1
760," Los peores autos que he comprado en mi vida están fabricados en Brasil, de diferentes marcas incluida VW. Y son una verdadera porquería y con este motor tan ridiculo. Ojalá la gente no compre esta porquería y elijan una mejor opción por su dinero .",1
761,Yo veo que este nuevo NIVUS es el nuevo VIRTUS que nació MUERTUS,1
762,Producto BRASILEÑO? AJAJAJAJ NACIÓ MUERTA,1
763,"Armado en Brasil, ni hablar.",1
764,Lástima que esté hecho en Brasil ?,1
765, Muy caro al final es un virtus con otro motor,1
766," Un desastre... Viene de Brasil, mala calidad y muy caros.",1
767,Se ve dos tres pero no me convence el motor tan pequeño y que sea brasileña,1
768, Esta de bolas peroooo pooor queee en brasil !!,1
769, No lo compraría,1
770,580 por el Civic? Paso,1
771,Un diseño completamente HORRIBLE. Mil veces el anterior.,1
772, Wuey Es un robo este coche,1
773,Horrible,1
774," la muerte de un clasico ""el precio",1
776,"Jajajaja casi no hay cambios ? Jajajaja es más afilado ? Este auto es para viejos, señores de 40 para arriba, esto fue la forma perfecta de echar a perder un auto que lucía moderno y actual a una versión del 2000 ???? Forte evoluciono muy bien Elantra evoluciono magnífico Civic jajajaja ? regreso a la era de los dinosaurios",1
777, Honda siempre ha sido carero pero ahora sise paso de veras,1
779,"Muy caro, muy caro, prefiero otras opciones, manchadisimo el precio",1
780,"la realidad del ridículo precio que le pusieron por avariciosos en Honda, se les fue la mano totalmente, en vdd les deseo malas ventas como el de hace 2 generaciones para que reviren rápidamente y mejoren la relación valor/precio",1
781,", es CARISIMO.",1
783, Voy mejor por un Jetta GLI ?y mejor precio ?,1
785,Carísimo!,1
786,"585 por una CVT, una pinche CVT no mms qué pedo con Honda.",1
788,Dice Mazda 3 que gracias por ponérsela tan fácil y ser su perra durante toda ésta generación!!! ,1
789, Como que le echaron weva los diseñadores,1
791,"para lo que ofrece, Corolla es mucho mejor",1
792, Carisimo para ser un civic ,1
794, Es un buen auto pero el precio es ridículamente exagerado,1
796,Que le hicieron al diseño,1
797, actualmente si se pasan con sus precios altos,1
798,"100 mil pesos arriba de lo que debería costar y totalmente fuera de rango respecto al segmento, no mamen Honda",1
801,Esta carisimo ,1
802, Un chamaco en la guantera y una mini alberca en la puerta que más podrían pedir los que tienen hijos jaja,1
803,"diseño interior latinoamericano-rumano, pésimo.",1
804, Me caga Renault siempre vendiendo pura porquería como si te la regalaran y lo peor es de las camionetas más vendidas en América Latina,1
805," Creo que aún no entendemos que pagar 370 k por un producto como este, para mí no lo vale, como que no somos exigentes en la selección de precios de las automotrices.",1
808,Y siguen trayendo estas porquerías fabricadas por Sofasa.,1
812,Jajajajajja claramente la mejor ventaja es tener un espacio para el yakult ,1
813," Cero estrellas, bien Renault!",1
814,Gracias por decirles a los ladrones donde estará la llanta,1
815,A mi lo que no me ha gustado es el consumo de combustible en ciudad,1
816,Sólo 2 bolsas de aire. Paso.,1
817,Lo mismo pero más caro!!,1
818,"Blancarte el ""odia Duster"", no espero nada más que críticas desmedidas y eterno desprecio.",1
819,Solo 2 AIRBAGS? ESTÁN MUY MAL ESTO ES PATÉTICO.,1
820,Renault se sigue viendo muy austera y de baja calidad interior. ,1
821, era mi opcion pero con solo dos airbags y frenos de tambor atras byeeeee,1
822,"Por cierto son unos descarados,se robaron el diseño de la calavera de la Renegade.",1
823,"No sirven esas camionetas, nada recomendable",1
824,dan pena ajena,1
825, 500000 por esa mierda? Hay mejores opciones por esa lana,1
826,Muy caro y poco atractivo,1
827,Ta muy caro inche jetta,1
828,Feo Feo .. ! Volkswagen necesita cambiar la línea de ese Jetta lo antes posible...!,1
829,Vw cagó al Golf,1
830,"horrible el carro,",1
831," Que feos autos hace vw! En mi estado andan bastantes y la verdad no tienen nada de chiste, parecen una caja de zapatos, cero deportividad y por ese precio pues hay que estar muy pendejo o no conocer nada de autos y comprar el primer que ves.",1
832, ¡Que lanchón tan culey! Los VW producidos para el mercado de Norteamericano están horribles,1
833,Es un auto que se queda anticuado al los modelos recientes de su segmento,1
834, $500 mil sólo por ser GLI ? no gracias.,1
835,600 mil para que haga 8 seg de 0-100km/h.... Que carro tan más lento,1
837,"A mí parecer es un desperdicio de dinero por unos cuantos logos,",1
838,decepciona en muchos sentidos ya no enamora a la vista o al querer tener ese auto.,1
839, Q PORKERIA DE CARRO!,1
840,"¡mmmttaa, que decepción!",1
841, Lo veo muy sin chiste a este auto. ,1
842,S O B R E V A L O R A D O,1
844,está carísimo mejor m compró un Toyota,1
845,pinche Carro Feo con eso que cuesta te puedes comprar un mejor Carro,1
846," Pesimo carro, mal servicio y lo de la garantia es un broma en especifico la parte que cubre la caja, un ASCO VW México, siguen viviendo de la fama de hace dos decadas.",1
847,Esta sobrevaluado,1
848,PORKERIA de carro por el precio al estilo estafador de Volkswagen.,1
849, Este Jetta la verdad ya está muy feo,1
854," Fiat 700, ¿El ""no puelo toy chiquito"" de la industria automotriz? ?",1
855, cachivache.,1
856,Como diría Bartolomeo J. Simpson: Que linda cochinada,1
857,La RAM sete sientas “,1
858,Esa porquería con trabajos puede avanzar en subidas y vacía,1
859,Esa porquería de motor en cualquier momento va a desarmarse,1
860, Muy cara ://,1
861, SE VE CORRIENTE COMO TODOS LOS NISSAN,1
862,"453 mil pesos no los vale ni de chiste,",1
864, De nada sirvió el rediseño si siguen ofreciendo la porquería de CVT.,1
865, Y continúa con. Su motor de licuadora,1
866,No GRACIAS me quedo con mi VITARA,1
867," Para mi, nissan solo hace basuras de carros.",1
869,Vaya porquería por 360k,1
870,Está horrible,1
871, El versa hecho vagoneta?,1
872,"Sigue siendo la peor del segmento, ya que la plataforma es malísima.",1
873,"No es un carro económico, el precio es caro para lo que ofrece,",1
874,"Pues Nissan sigue orinando fuera de la basinica, piensa que el mercado mexicano sigue siendo tonto con sus pequeños cambios y elevando precios afortunadamente hay muchas opciones.",1
875, Se ve bien corrientita en los interiores ,1
877, Aunque tuviera el dinero nunca me compraria éste auto. Sólo para entusiastas.,1
878,"Casi un 1,000,000 por un Fiat como que no",1
879, Realmente esos carros son muy populares pero verdaderamente de muy baja calidad .,1
880,Qué Jimny tan feo,1
882,Recibió 1 estrella de calificación en el Euro Ncap ⚰️ directo a la basur,1
884,No bale verga gasta mucha gasolina y no corre ni bergas,1
885, Que incomodo pagar eso por el vehículo y que sea un dos plazas,1
886, Que feo diseño.parece de señorrrr,1
887,Está carisimo honda ni que que,1
888,Esta jodido !! Q porquería Por eso precio un Jetta Gli!!!,1
890,"Otro auto muerto, honda se arrancó el pito con ese precio,",1
892, Resumido en dos palabras...MUY CARO.,1
893,Demasiado dinero por un Civic,1
894,Muy buen video y muy buena comparación¡¡¡¡¡ Pero muy caro el autooooo¡¡¡¡¡¡¡,1
897," Carísimo, sin duda ya mejor te compras un accord. Engañabobos...",1
899,"El Honda Civic está monstrusamente sobrevalorado, en cuanto a diseño es el mas aburrido desde el Civic 9° y los cambios son en su mayoría estéticos, así que no me parece nada interesante",1
902,Estoy de acuerdo retrocedio feo y carisimos,1
903, Carísimo para un auto de su categoría,1
905, FEIO E CARO!!!!!!,1
907,"500,000 pesos por un carro con motor de licuadora, transmisión CVT y además aburrido. Lento, aburrido y para viejitos. Están locos esos de Honda.",1
908,Muy chido y todo pero osea caja cvt ??,1
910,Dice Mazda 3 que gracias por ponérsela tan fácil y ser su perra durante toda ésta generación!!,1
913,"Se ve muy simplón, y luego el precio aumentó bastante aunque argumenten que sea nueva generación.",1
915, Pffffffff de locos el precio,1
916,"Casi $130,000 más que un Mazda 3 en su versión más equipada. Ese precio es de locos.",1
918, Por qué se ve más viejo que antes?,1
921," Carísimo para lo que ofrece... Nel, va a morir esta generación",1
922,Un polo por 400mil JAJAJAJA Cobrado como solo wv sabe cobrar,1
923," Vivo en São Paulo, tuve que cambiar la Nivus por una X1 por qué hay muchas cosas que decepcionan dejando de lado el motor. ",1
924,"""Pues vamos a descontinuar el Golf y seguiremos sin renovar el Polo pero aquí tienen nuestras sexta SUV ",1
925,"Nivus Highline: Si bien tiene buenas amenidades, estas son opacadas por la calidad de los materiales, es decir, parece como si hubiesen reciclado el plástico de los Nokia 5120 para hacer el interior, todo lo q puede tocarse es del plastico mas c#lo hecho por el hombre,",1
926,suena como el radar de un submarino,1
927,a chinga! no sabia que el metal asi sonaba ,1
930,Por 500 mil me compro mejores coches,1
931,Mejores autos que este ataúd.,1
932,Yo en mi submarino nuclear chino,1
933, encerio prefieres el freno de mano electrónico ? ami no me gusta ,1
934,una mierda,1
936,Tanto “ deportivismo’. deportivo sin freno de mano?,1
937,en manejo queda a deber,1
938,No joda con freno de mano electrónico,1
939,Esa madre esta bien marciana y cara,1
940,Kia parece chino en andar copiandole todo a los europeos,1
941," para mi seguirá siendo un Forte ""camionetita ",1
